order_id,order_date,region,product,channel,customer,units,unit_price,revenue,is_renewal
ORD-000060,2024-02-09,North America,Growth,Self-serve,Gomez-Jenkins,12,216.1,2593.2,False
ORD-000061,2025-06-07,North America,Growth,Partner,"Brown, Valdez and Lucas",5,171.8,859.0,False
ORD-000062,2025-06-16,MEA,Scale,Partner,Powell LLC,6,488.72,2932.32,False
ORD-000063,2024-12-04,MEA,Starter,Direct,Wright and Sons,12,54.88,658.56,False
ORD-000064,2025-11-13,Latin America,Starter,Self-serve,"West, Henderson and Ramirez",9,43.52,391.68,False
ORD-000065,2025-01-23,Europe,Growth,Self-serve,Baxter Inc,7,201.86,1413.02,True
ORD-000066,2024-10-20,Europe,Growth,Self-serve,Morton-Chase,8,195.52,1564.16,False
ORD-000067,2025-06-07,Latin America,Scale,Partner,Williams PLC,11,436.84,4805.24,False
ORD-000068,2025-10-10,MEA,Starter,Partner,Novak and Sons,11,46.21,508.31,False
ORD-000069,2024-05-30,North America,Starter,Outbound,Russell Group,10,54.14,541.4,True
ORD-000070,2025-02-28,MEA,Starter,Outbound,Hancock Inc,8,47.52,380.16,True
ORD-000071,2025-12-05,North America,Enterprise,Direct,Gray Group,7,1372.56,9607.92,False
ORD-000072,2025-12-13,MEA,Growth,Partner,House-Glover,2,196.4,392.8,False
ORD-000073,2025-11-14,MEA,Add-on: AI,Self-serve,Henderson-Bernard,8,154.04,1232.32,False
ORD-000074,2025-05-31,Latin America,Enterprise,Outbound,"Stanley, Tucker and Lee",3,1608.57,4825.71,False
ORD-000075,2024-09-22,Europe,Enterprise,Self-serve,Novak PLC,9,1492.07,13428.63,True
ORD-000076,2025-03-26,North America,Scale,Partner,"Daniels, Adkins and Brown",5,474.43,2372.15,False
ORD-000077,2024-03-23,Europe,Starter,Outbound,"Woods, Calhoun and Schmidt",12,43.9,526.8,True
ORD-000078,2025-02-28,Latin America,Starter,Outbound,Yu Inc,7,42.57,297.99,False
ORD-000079,2025-02-02,MEA,Add-on: Analytics,Direct,Jones Inc,10,95.45,954.5,True
ORD-000080,2024-12-26,Asia Pacific,Scale,Outbound,"Hensley, Powell and David",9,536.05,4824.45,False
ORD-000081,2025-09-09,Europe,Growth,Self-serve,"Sanchez, Wheeler and Harvey",7,198.14,1386.98,False
ORD-000082,2025-11-15,Latin America,Scale,Outbound,Sandoval-Cunningham,3,570.96,1712.88,False
ORD-000083,2025-02-07,MEA,Growth,Direct,Donovan-Harris,2,207.52,415.04,True
ORD-000084,2025-04-17,Europe,Starter,Outbound,"Edwards, Baker and Anderson",6,44.76,268.56,False
ORD-000085,2026-02-18,Latin America,Starter,Outbound,"Evans, Stewart and Walton",5,53.92,269.6,False
ORD-000086,2026-02-06,MEA,Starter,Self-serve,Smith PLC,4,51.21,204.84,False
ORD-000087,2025-10-29,North America,Scale,Partner,"Ferrell, Jones and Lewis",4,549.78,2199.12,False
ORD-000088,2024-09-01,Europe,Growth,Direct,Anderson-Bailey,10,225.73,2257.3,False
ORD-000089,2024-09-19,Asia Pacific,Starter,Direct,Suarez LLC,3,55.83,167.49,True
ORD-000090,2024-01-27,Asia Pacific,Growth,Outbound,Moore-Bass,7,225.36,1577.52,True
ORD-000091,2025-08-29,Europe,Starter,Self-serve,"Turner, Riggs and Roman",11,50.48,555.28,True
ORD-000092,2025-08-02,North America,Starter,Outbound,"Smith, Montoya and Evans",11,47.1,518.1,False
ORD-000093,2024-12-15,North America,Enterprise,Outbound,"Garcia, Humphrey and Baker",2,1469.11,2938.22,False
ORD-000094,2025-04-15,Europe,Growth,Self-serve,Newton and Sons,10,217.4,2174.0,False
ORD-000095,2025-05-10,Latin America,Growth,Self-serve,Campbell-Clark,6,220.0,1320.0,False
ORD-000096,2024-03-29,Asia Pacific,Enterprise,Partner,Harris-Walters,8,1530.41,12243.28,False
ORD-000097,2024-12-10,North America,Growth,Self-serve,Wagner-King,3,198.26,594.78,False
ORD-000098,2024-09-21,Asia Pacific,Starter,Self-serve,Davis Group,9,41.8,376.2,False
ORD-000099,2024-03-28,Europe,Scale,Outbound,Williams-Cook,9,537.65,4838.85,False
ORD-000100,2025-10-23,Latin America,Growth,Direct,Walsh LLC,2,186.72,373.44,False
ORD-000101,2024-09-06,Asia Pacific,Scale,Self-serve,Figueroa PLC,8,507.0,4056.0,False
ORD-000102,2026-02-02,MEA,Starter,Outbound,"Patterson, Smith and Jones",5,46.16,230.8,True
ORD-000103,2026-01-08,Europe,Starter,Partner,"Mckee, Gardner and Davenport",4,44.83,179.32,False
ORD-000104,2026-01-11,MEA,Add-on: AI,Self-serve,"Tran, Jordan and Williams",2,163.87,327.74,True
ORD-000105,2025-01-04,Europe,Starter,Partner,Nolan-Flynn,5,42.32,211.6,True
ORD-000106,2024-10-26,Europe,Growth,Outbound,Nolan and Sons,2,221.25,442.5,False
ORD-000107,2025-04-25,Latin America,Growth,Partner,"Wright, Garcia and Deleon",1,184.22,184.22,False
ORD-000108,2024-04-26,North America,Growth,Direct,Dickson-Brady,10,206.73,2067.3,True
ORD-000109,2024-06-01,MEA,Add-on: Analytics,Direct,Hancock and Sons,4,87.67,350.68,False
ORD-000110,2025-09-12,MEA,Scale,Partner,Johnson-Doyle,9,481.09,4329.81,False
ORD-000111,2024-10-31,MEA,Add-on: AI,Self-serve,Patton-Jenkins,10,154.41,1544.1,False
ORD-000112,2026-01-27,North America,Add-on: Analytics,Partner,"Shields, Cochran and Adams",11,90.42,994.62,False
ORD-000113,2024-06-09,Europe,Starter,Direct,"Rodriguez, Brennan and Garrison",3,41.69,125.07,False
ORD-000114,2025-08-31,Latin America,Starter,Partner,Gonzalez Group,5,52.04,260.2,False
ORD-000115,2025-04-09,North America,Scale,Self-serve,Torres-Pope,11,512.44,5636.84,False
ORD-000116,2024-07-21,Latin America,Starter,Partner,Walker Ltd,11,43.84,482.24,True
ORD-000117,2024-05-25,North America,Starter,Self-serve,Ross LLC,10,52.66,526.6,False
ORD-000118,2024-10-22,Latin America,Starter,Self-serve,Rasmussen LLC,12,47.57,570.84,True
ORD-000119,2025-07-06,Latin America,Growth,Direct,May-Ross,7,213.0,1491.0,False
ORD-000120,2024-01-27,North America,Starter,Direct,"Rivera, Johnson and Wiley",11,53.72,590.92,False
ORD-000121,2026-02-20,Europe,Growth,Outbound,White-Estes,5,179.98,899.9,False
ORD-000122,2025-10-12,Latin America,Add-on: AI,Outbound,Johnson-Carlson,6,144.9,869.4,False
ORD-000123,2024-04-17,Europe,Starter,Outbound,Chandler-Edwards,5,51.39,256.95,False
ORD-000124,2026-02-17,MEA,Starter,Direct,"Joyce, Wilson and Lam",6,45.36,272.16,True
ORD-000125,2026-03-02,Latin America,Enterprise,Direct,Scott Ltd,11,1665.1,18316.1,False
ORD-000126,2024-02-25,Europe,Growth,Outbound,Smith-Frost,11,195.54,2150.94,True
ORD-000127,2024-09-30,MEA,Starter,Self-serve,"Mcdaniel, Bentley and Mclaughlin",8,54.6,436.8,False
ORD-000128,2024-01-30,MEA,Scale,Partner,Diaz Inc,5,506.61,2533.05,False
ORD-000129,2024-04-05,Europe,Add-on: AI,Direct,"Mccall, Hanson and Alvarado",8,168.98,1351.84,False
ORD-000130,2024-06-06,Latin America,Add-on: Analytics,Self-serve,Cortez LLC,9,105.1,945.9,False
ORD-000131,2025-05-09,Latin America,Starter,Partner,"Parker, Ortiz and Powell",7,44.45,311.15,False
ORD-000132,2026-02-03,Europe,Enterprise,Self-serve,Spencer-Lee,7,1426.99,9988.93,False
ORD-000133,2024-09-30,North America,Starter,Self-serve,"Bentley, Byrd and Orr",10,50.17,501.7,False
ORD-000134,2024-06-01,Latin America,Growth,Self-serve,"Carroll, Sullivan and Bass",6,202.1,1212.6,False
ORD-000135,2025-04-11,Asia Pacific,Enterprise,Partner,Mitchell-Jordan,10,1446.37,14463.7,False
ORD-000136,2025-02-24,North America,Starter,Outbound,"Lawson, Morris and Ramos",12,55.08,660.96,False
ORD-000137,2025-11-10,Europe,Growth,Direct,"Lewis, Kennedy and Santana",3,199.14,597.42,False
ORD-000138,2024-04-12,Latin America,Starter,Outbound,"Jackson, Miller and Robertson",1,52.27,52.27,False
ORD-000139,2025-11-01,Europe,Starter,Self-serve,"Harvey, Davis and Crane",6,50.81,304.86,False
ORD-000140,2024-03-23,Asia Pacific,Enterprise,Outbound,Chambers and Sons,6,1556.02,9336.12,False
ORD-000141,2025-05-14,MEA,Starter,Direct,Hernandez Inc,4,50.93,203.72,False
ORD-000142,2024-08-20,North America,Growth,Direct,Riggs PLC,11,211.17,2322.87,True
ORD-000143,2024-06-19,Asia Pacific,Add-on: Analytics,Direct,Gibson Ltd,6,107.8,646.8,True
ORD-000144,2025-01-18,Latin America,Starter,Outbound,"Lee, Horton and Snyder",10,51.67,516.7,True
ORD-000145,2024-06-28,North America,Growth,Outbound,Hernandez Ltd,10,209.93,2099.3,False
ORD-000146,2025-08-20,Europe,Starter,Self-serve,Stafford Inc,8,45.4,363.2,True
ORD-000147,2025-04-21,Asia Pacific,Scale,Partner,Robinson-Brock,2,490.28,980.56,False
ORD-000148,2025-08-24,Asia Pacific,Growth,Outbound,"Holmes, Williams and Wright",12,184.08,2208.96,False
ORD-000149,2024-07-22,Latin America,Enterprise,Direct,Bryant Group,4,1445.65,5782.6,False
ORD-000150,2024-10-29,Asia Pacific,Starter,Outbound,"Schmidt, Hansen and Stewart",5,41.77,208.85,False
ORD-000151,2026-03-07,North America,Add-on: Analytics,Outbound,Salazar-Ball,5,107.19,535.95,True
ORD-000152,2026-04-01,Asia Pacific,Starter,Partner,"Simmons, Meadows and Griffin",10,45.33,453.3,False
ORD-000153,2026-02-24,Europe,Growth,Direct,Manning Group,5,216.23,1081.15,True
ORD-000154,2025-01-08,Europe,Starter,Self-serve,Green-Wright,6,52.64,315.84,True
ORD-000155,2024-05-15,MEA,Enterprise,Self-serve,"Ramirez, Strickland and Washington",9,1499.81,13498.29,True
ORD-000156,2024-06-17,Asia Pacific,Add-on: Analytics,Outbound,Hill Inc,5,106.32,531.6,False
ORD-000157,2024-04-27,Latin America,Add-on: AI,Partner,"Mitchell, Nelson and Flores",4,165.1,660.4,False
ORD-000158,2025-02-10,MEA,Growth,Outbound,"Miller, Hernandez and Reyes",1,184.94,184.94,True
ORD-000159,2025-01-12,Asia Pacific,Growth,Self-serve,Mccarthy Inc,2,209.44,418.88,False
ORD-000160,2025-09-26,MEA,Starter,Partner,Russell-Daniels,11,42.58,468.38,False
ORD-000161,2025-12-18,Asia Pacific,Growth,Direct,Brown-Wall,3,171.86,515.58,True
ORD-000162,2025-05-19,North America,Starter,Partner,Stein-Silva,7,48.32,338.24,False
ORD-000163,2026-01-30,MEA,Growth,Partner,"Smith, Gilmore and Johnston",7,208.25,1457.75,False
ORD-000164,2025-09-22,Latin America,Add-on: Analytics,Self-serve,Smith-Bell,1,104.65,104.65,True
ORD-000165,2025-03-31,Europe,Enterprise,Direct,Castaneda-Ashley,11,1439.34,15832.74,False
ORD-000166,2025-10-22,Asia Pacific,Starter,Self-serve,Medina-Navarro,4,55.88,223.52,False
ORD-000167,2025-04-10,North America,Scale,Direct,"Hurst, Freeman and Nelson",1,541.93,541.93,True
ORD-000168,2024-05-08,MEA,Starter,Partner,Johnson-Rogers,10,44.82,448.2,False
ORD-000169,2024-12-02,Europe,Scale,Direct,"Yates, Ramsey and Pittman",5,552.65,2763.25,True
ORD-000170,2024-05-13,MEA,Starter,Partner,Hooper PLC,2,51.37,102.74,True
ORD-000171,2024-01-16,Asia Pacific,Scale,Partner,Meadows PLC,10,472.62,4726.2,True
ORD-000172,2024-02-23,Europe,Scale,Direct,"Alvarado, Miller and Patterson",12,433.66,5203.92,False
ORD-000173,2025-01-05,MEA,Growth,Outbound,White-Green,9,182.38,1641.42,False
ORD-000174,2026-01-14,MEA,Starter,Direct,Lewis-Murphy,1,56.33,56.33,False
ORD-000175,2025-03-12,North America,Growth,Outbound,Ramirez-Bean,2,222.84,445.68,False
ORD-000176,2024-05-31,North America,Starter,Self-serve,King-Miller,7,56.27,393.89,False
ORD-000177,2025-04-09,MEA,Growth,Direct,Curry Inc,12,175.98,2111.76,False
ORD-000178,2026-02-26,MEA,Scale,Partner,Walker-Jones,7,491.75,3442.25,True
ORD-000179,2024-12-13,Latin America,Growth,Direct,"Williams, Johnson and Wright",6,194.63,1167.78,False
ORD-000180,2025-01-18,Europe,Scale,Outbound,Howell and Sons,2,437.81,875.62,True
ORD-000181,2025-03-18,North America,Scale,Self-serve,Wells Inc,3,507.44,1522.32,False
ORD-000182,2025-07-29,MEA,Starter,Direct,"Gould, Marshall and Scott",7,46.85,327.95,False
ORD-000183,2026-02-07,Latin America,Enterprise,Direct,Jackson-Lawson,5,1544.15,7720.75,False
ORD-000184,2025-08-14,MEA,Starter,Outbound,"Higgins, Strickland and Martin",4,54.1,216.4,False
ORD-000185,2025-07-23,Asia Pacific,Starter,Self-serve,Rodriguez-Johnson,10,44.97,449.7,False
ORD-000186,2025-07-28,MEA,Growth,Direct,Johnston-Odonnell,10,224.62,2246.2,False
ORD-000187,2024-09-30,North America,Starter,Self-serve,Sanders-Espinoza,6,46.81,280.86,True
ORD-000188,2024-05-26,MEA,Scale,Direct,Vargas Ltd,3,535.07,1605.21,False
ORD-000189,2024-04-03,MEA,Starter,Outbound,Garcia LLC,8,46.66,373.28,False
ORD-000190,2026-01-08,Asia Pacific,Scale,Direct,"Burke, Martinez and Riggs",1,447.44,447.44,False
ORD-000191,2024-02-20,North America,Starter,Outbound,Reed Group,8,50.57,404.56,False
ORD-000192,2024-08-08,MEA,Starter,Outbound,"Wood, Hunter and Peterson",2,45.81,91.62,False
ORD-000193,2025-05-13,MEA,Scale,Direct,Short-Garcia,4,483.32,1933.28,False
ORD-000194,2024-01-08,Europe,Starter,Partner,Reid-Poole,3,52.88,158.64,True
ORD-000195,2024-05-02,North America,Growth,Outbound,"Hernandez, Thompson and Boyd",3,176.86,530.58,False
ORD-000196,2024-08-23,MEA,Growth,Self-serve,"Nelson, Morton and Medina",2,192.86,385.72,False
ORD-000197,2025-03-22,North America,Growth,Direct,Marshall-Petersen,6,203.52,1221.12,False
ORD-000198,2025-12-27,Latin America,Starter,Outbound,"Adams, Christian and Rivas",1,55.85,55.85,True
ORD-000199,2025-09-24,Latin America,Enterprise,Self-serve,Ramirez Group,2,1470.54,2941.08,True
ORD-000200,2025-03-22,MEA,Growth,Direct,Christensen PLC,7,221.12,1547.84,False
ORD-000201,2024-08-14,Asia Pacific,Scale,Direct,"Barnett, Rogers and Snyder",9,518.94,4670.46,False
ORD-000202,2024-07-17,Asia Pacific,Growth,Partner,White-Lewis,4,175.29,701.16,True
ORD-000203,2024-06-26,MEA,Starter,Direct,Peterson-Beard,3,55.63,166.89,False
ORD-000204,2025-04-20,MEA,Scale,Outbound,"Beard, Peters and Black",11,562.5,6187.5,False
ORD-000205,2025-10-12,MEA,Starter,Self-serve,Miller Ltd,3,48.11,144.33,False
ORD-000206,2025-10-08,Asia Pacific,Scale,Direct,Freeman-Chang,6,500.1,3000.6,True
ORD-000207,2025-04-07,North America,Starter,Self-serve,"Alvarez, Joseph and West",2,51.13,102.26,False
ORD-000208,2024-04-02,MEA,Growth,Outbound,Davis and Sons,8,203.8,1630.4,False
ORD-000209,2026-01-26,North America,Growth,Partner,Holt-Torres,6,205.27,1231.62,False
ORD-000210,2024-03-04,Latin America,Starter,Self-serve,"Wood, Tran and Cooper",12,42.89,514.68,False
ORD-000211,2024-02-10,Europe,Scale,Outbound,"Pierce, Bell and Chavez",9,502.41,4521.69,True
ORD-000212,2025-01-16,Asia Pacific,Growth,Self-serve,King-Martinez,11,204.84,2253.24,False
ORD-000213,2025-10-24,Asia Pacific,Starter,Direct,Stewart Ltd,9,51.62,464.58,True
ORD-000214,2026-01-11,MEA,Enterprise,Self-serve,"Tapia, Vaughn and Lee",2,1536.21,3072.42,True
ORD-000215,2024-12-24,Asia Pacific,Add-on: AI,Outbound,"Washington, Hardy and Bray",3,153.25,459.75,False
ORD-000216,2024-11-13,MEA,Growth,Self-serve,"Carlson, Hooper and Wall",3,209.16,627.48,False
ORD-000217,2026-01-26,MEA,Starter,Outbound,Perez-White,9,46.97,422.73,False
ORD-000218,2024-07-03,Europe,Starter,Outbound,Erickson and Sons,4,44.98,179.92,True
ORD-000219,2024-03-20,Asia Pacific,Enterprise,Direct,Williams-Brown,9,1620.81,14587.29,False
ORD-000220,2025-06-23,North America,Scale,Partner,Terry-Martinez,10,480.54,4805.4,True
ORD-000221,2025-12-10,MEA,Scale,Partner,Garcia-Smith,12,489.67,5876.04,False
ORD-000222,2025-11-23,Europe,Add-on: AI,Self-serve,Harrison-Alexander,12,161.69,1940.28,True
ORD-000223,2024-09-01,Asia Pacific,Add-on: AI,Outbound,Sheppard LLC,4,143.09,572.36,False
ORD-000224,2025-03-27,Latin America,Scale,Outbound,Wilson-Jones,9,503.11,4527.99,False
ORD-000225,2024-07-23,MEA,Starter,Self-serve,Jones-Soto,1,51.08,51.08,False
ORD-000226,2025-07-21,North America,Scale,Direct,Hernandez PLC,5,436.71,2183.55,True
ORD-000227,2025-04-05,MEA,Starter,Outbound,Miller-Wright,2,55.56,111.12,True
ORD-000228,2025-04-06,Asia Pacific,Add-on: Analytics,Outbound,"Duran, Obrien and Gibbs",1,95.92,95.92,False
ORD-000229,2025-01-30,North America,Growth,Direct,Rowe Group,6,224.72,1348.32,False
ORD-000230,2025-10-27,Asia Pacific,Scale,Partner,Kerr-Evans,1,467.1,467.1,False
ORD-000231,2025-12-13,Europe,Scale,Outbound,"Branch, Torres and Oliver",8,516.27,4130.16,False
ORD-000232,2024-01-20,Asia Pacific,Starter,Partner,"Choi, Garcia and Farmer",9,55.47,499.23,False
ORD-000233,2025-03-09,North America,Scale,Partner,"Clark, Guerrero and Moore",5,442.39,2211.95,True
ORD-000234,2025-10-16,MEA,Growth,Direct,Arnold and Sons,8,204.78,1638.24,True
ORD-000235,2025-06-11,MEA,Starter,Partner,Ortiz Ltd,5,47.96,239.8,False
ORD-000236,2024-09-03,MEA,Growth,Direct,"Harrison, Johnson and Roberts",9,227.34,2046.06,True
ORD-000237,2025-06-22,MEA,Growth,Direct,Warner-Gibson,7,221.29,1549.03,True
ORD-000238,2025-01-31,Asia Pacific,Starter,Direct,"Hall, Baker and Moody",6,53.24,319.44,False
ORD-000239,2026-01-20,North America,Scale,Self-serve,"Guerrero, Peck and Coleman",3,430.79,1292.37,False
ORD-000240,2025-10-20,Europe,Enterprise,Outbound,"Walker, Hernandez and Baker",12,1489.35,17872.2,True
ORD-000241,2024-05-18,North America,Scale,Outbound,Jones and Sons,1,468.08,468.08,True
ORD-000242,2024-07-23,North America,Starter,Self-serve,Larson-Holloway,9,47.5,427.5,False
ORD-000243,2025-04-29,Asia Pacific,Starter,Partner,Gonzales-Harrison,5,46.9,234.5,False
ORD-000244,2025-11-02,Asia Pacific,Starter,Self-serve,Lyons-Bender,7,54.73,383.11,False
ORD-000245,2025-01-30,Asia Pacific,Add-on: AI,Outbound,"Fernandez, Kim and George",12,148.89,1786.68,False
ORD-000246,2025-06-15,Asia Pacific,Scale,Outbound,Navarro-Munoz,2,488.61,977.22,False
ORD-000247,2024-07-03,MEA,Starter,Direct,Davis Ltd,2,46.47,92.94,True
ORD-000248,2025-04-01,MEA,Scale,Partner,"Matthews, Smith and Hubbard",12,490.6,5887.2,False
ORD-000249,2026-01-14,Asia Pacific,Growth,Outbound,Johnston-Hines,5,207.33,1036.65,False
ORD-000250,2024-02-28,North America,Scale,Outbound,Ruiz Ltd,6,500.96,3005.76,False
ORD-000251,2024-06-12,North America,Starter,Outbound,Moon-White,1,43.51,43.51,True
ORD-000252,2025-10-22,Asia Pacific,Growth,Direct,"Graham, Olsen and Costa",10,178.31,1783.1,False
ORD-000253,2025-01-14,Asia Pacific,Growth,Direct,Bailey-Cook,10,177.37,1773.7,False
ORD-000254,2024-11-17,Asia Pacific,Starter,Direct,"Garcia, Martin and Jenkins",1,52.46,52.46,False
ORD-000255,2025-01-31,MEA,Starter,Self-serve,Roberts-Landry,12,48.21,578.52,False
ORD-000256,2024-10-19,Latin America,Starter,Partner,"Johnson, Miller and King",2,48.3,96.6,False
ORD-000257,2025-03-31,North America,Scale,Self-serve,Cordova Group,11,476.16,5237.76,True
ORD-000258,2025-07-09,Asia Pacific,Enterprise,Partner,"Bryan, Smith and Booth",12,1593.24,19118.88,False
ORD-000259,2024-06-27,Asia Pacific,Growth,Direct,Gutierrez-Lopez,4,216.44,865.76,True
ORD-000260,2025-05-20,North America,Growth,Self-serve,Dean-Jimenez,8,217.13,1737.04,False
ORD-000261,2025-09-18,North America,Starter,Outbound,Wolf-Harris,12,52.22,626.64,False
ORD-000262,2026-02-26,Latin America,Scale,Direct,"Anderson, Roberts and Gilmore",3,569.72,1709.16,False
ORD-000263,2025-04-05,Latin America,Scale,Self-serve,Martinez-Dudley,3,555.58,1666.74,False
ORD-000264,2025-10-17,MEA,Starter,Partner,"Lloyd, Mckinney and Collins",7,49.04,343.28,False
ORD-000265,2024-05-07,MEA,Starter,Partner,Tran Inc,3,46.39,139.17,False
ORD-000266,2024-12-20,MEA,Enterprise,Direct,Gay Inc,5,1362.43,6812.15,False
ORD-000267,2024-10-08,Europe,Growth,Direct,Valentine-Holland,9,207.42,1866.78,False
ORD-000268,2025-08-17,Europe,Starter,Self-serve,Jimenez Ltd,10,42.26,422.6,False
ORD-000269,2024-03-24,North America,Add-on: Analytics,Self-serve,Hicks-Hill,11,90.41,994.51,False
